audio,transcript
759224c8a8157d07,العمارة القديمة في وسط البلد بديعة
4f6fa1bc6bdac25c,الإجازة الصيفية دي عايز أقضيها في شرم الشيخ
70a53d7873f51dde,الناس هنا بتحب تتفرج على المسلسلات الرمضانية
0c415b78cdf8af43,العمل في البازارات ممتع ومليان حكايات
3a490559ceae5f7e,الأجواء في رمضان في مصر مميزة جدا
28999967824c565d,الممشى على كورنيش النيل بالليل رائع
72558dd408f1fd4a,المغنيين الشعبيين بيعملوا حفلات كتير في الصيف
0bacbf6a60acaddd,الخبز البلدي طعمه حكاية
463dd5be9413b8d8,إزاي حالك اليومين دول
af990b743a76e3bb,الجو في مصر حر جدا في الصيف  
a277c868fb8bfb3b,النهاردة هروح أزور المتحف المصري  
83311d4411b1a782,إيه رأيك في الأكل من عند الكشري  
d734b5bc0180be6d,الناس في مصر بتحب تشرب الشاي بالنعناع  
15b020ce689d1ab4,الاهلي والزمالك دايما في منافسة شديدة  
47792d1025202319,ماتنساش تشتري الجبنة القديمة من السوق  
89a27c32c6e2af0f,الشوارع في القاهرة زحمة في كل الأوقات  
f035a62f020c6473,اللغة العربية الفصحى مهمة في التعليم  
7c7684b77e6cfe93,النهاردة كان عندنا حصة تاريخ عن الفراعنة  
4d888b6d376dd05f,مصر معروفة بنهر النيل العظيم  
8c6a4565de136f37,الفول والطعمية فطار شعبي في مصر  
41a22683b0771018,ماتروحش هناك بالليل المكان بيبقى خطر شوية  
de9713019a80b0ab,المساجد القديمة في القاهرة ليها روح خاصة  
60fda15e65c8312c,الناس في الريف طيبين وكرماء  
a754672e311f0a20,الفن المصري القديم مليان بالأسرار  
be6bb3240a8a0130,الزمالك فريق كويس بس محتاج شوية تنظيم  
04d573a4740c904f,ماتنساش تجيب معاك عيش من الفرن  
657500969c3abfa9,الزحمة في القاهرة بتخليك تتأخر دايما  
38ce9dda40c3b404,القعدة على القهوة مع الأصحاب ممتعة جدا  
f994dd6220cbaf77,الأسعار ارتفعت بشكل كبير السنة دي  
0685534e219cf976,الأكل المصري مشهور بطعمه المميز  
03d8264df08b8350,فيه روايات كتير عن الجن في الصحراء  
3b6cc458d0a7196a,النهاردة كان عندي مشوار في وسط البلد  
df2bff555f901850,الأطفال في مصر بيحبوا الألعاب الشعبية  
8c2f57f39cc24228,المعابد الفرعونية في الأقصر وأسوان رائعة  
a6a0dbf3cd5d007e,النهاردة الجو كان لطيف وخرجنا نتفسح  
9f96a12d6a583dcb,الأكل البيتي دايما ألذ من الأكل بره  
f3663c56b731083c,الناس في رمضان بيحبوا يجتمعوا على الفطار  
6373438b502858d8,خليك حذر وانت ماشي في الشارع بالليل  
4063a1ce60cbc8c6,الأسر المصرية بتحب تتجمع في الأعياد  
91e3b3764dc6712b,النهاردة كان عندي شغل كتير في المكتب  
4b3c38d6e17d2318,الأسكندرية جميلة في الصيف ومليانة سياح  
87791b0abe974da7,الفلاحين في مصر بيشتغلوا بجد في الأرض  
945cf636a685537f,البازارات في خان الخليلي مليانة حاجات حلوة  
4735776876a90f73,النادي الأهلي أخذ الدوري السنة اللي فاتت  
b1c04d4007fa2931,الأكلات الشعبية زي المحشي والملوخية ليها طعم خاص  
5fd0414ae02df772,الشباب في مصر بيحبوا الكورة جدا  
233ef21d07cefa81,الأطفال في المدارس بيتعلموا حاجات كتير عن تاريخ مصر  
253b5c4a5cf097f8,الكتب القديمة بتديك إحساس بماضي البلد  
38af53e69f50b2f6,العربية بتاعتي عطلت في نص الطريق  
7a76269b789f2b03,الناس في مصر بتحب الضحك والهزار  
f2d9e40951c18007,الفنادق في شرم الشيخ بتقدم خدمات ممتازة  
08294807fc17aa34,الجامعات في مصر بتخرج دفعات ممتازة كل سنة  
557e56ea3e67c5d0,النهاردة كان عندنا ضيوف على العشا  
2a6973bfdf1ee797,الأوضة دي محتاجة تتنضف كويس  
ee3289ab63934228,الجيران عندنا طيبين جدا ويساعدوا بعض  
62416fbaf12d6071,حاول تنجز شغلك بسرعة عشان تلحق تروح بدري
a6b90eca4f7f1a50,إيه رأيك نروح ناكل كشري من عند أبو طارق
84c39bbadd79523d,النهاردة كان في ماتش جامد بين الأهلي والزمالك
2b3b8050fa15fc7a,محمد صلاح بقى نجم عالمي في الكورة
9edfe9be60814664,القاهرة زحمة جدا بس ليها طعم خاص
db5c51a1ed00c386,القطايف والكنافة من أشهر الحلويات في رمضان
008b44af99c7d427,الناس في الأرياف بيحبوا الضيافة وبيكرموا الضيف
4768d2a0b0acd971,الأذان بيكون جميل قوي وقت المغرب
1952a748fa0791dd,التمثال بتاع رمسيس الثاني مشهور في العالم كله
eb10f4748ebdffa6,المسلسلات المصرية بتشد الناس في كل مكان
dfca37abf1d8d085,الفول والطعمية وجبة أساسية في الفطار
3cc815301a3d663f,المدرسة بدأت ولسه الولاد مش جاهزين
73c87be1afc9f4a9,السينما في مصر لها تاريخ طويل ومشرف
ee4f8664c96fa72d,الشارع في العيد بيكون مليان بالفرحة والزينة
4b04fb58d18f6a1d,المسجد والحسين مكانين مقدسين في القاهرة
2d4f1e30539d716b,الناس بتحب تروح إسكندرية في الصيف
b8ae53fd377130b7,الجنيه المصري اتغير شكله كذا مرة
e47ba363d6450a39,الأوبرا في القاهرة بتقدم عروض رائعة
f659344c3aa0f728,الجامعة الأمريكية في القاهرة مشهورة عالميا
83c754a7639bf4bb,الناس في رمضان بتتجمع على الفطار
5b1f6a8268904aea,الأغاني الشعبية لها جمهور كبير في مصر
a117abe5637235d8,مكتبة الإسكندرية بتحتفظ بتراث كبير
2e0a5e4b47d0795a,الأثار الفرعونية بتمثل تاريخ مصر العريق
a82afa1c4b81ae50,النهاردة الجو حر جدا في الصعيد
4536addd162a1d1f,العروسة بتلبس الفستان الأبيض في الفرح
1f7913acd6f63aa0,القطار من وسايل النقل المشهورة في مصر
d013be2294350222,البحر الأحمر بيجذب السياح من كل مكان
43c793081d654804,الأطفال في مصر بيحبوا يلعبوا في الحدائق
4e2161a0aee81b2e,الأعياد في مصر لها طعم خاص ومميز
57c42482efd4ea25,فين أحسن مكان نشتري منه ملابس في القاهرة
3ae3e89b2662a837,الأكل الشعبي عندنا زي الكشري والطعمية
5bcd760009b248e1,النهاردة عندنا جمعة عائلية في بيت جدي
9a908193dd29d9b4,بتحب تروح الأهرامات ولا المتحف المصري أكتر
7c137c36b7e6fba2,أنت عارف إن النيل هو أطول نهر في العالم
1aec2e3bc9f79aad,المسلسلات المصرية دايما بتعكس حياتنا اليومية
70c4c4f9ada76983,كان نفسي أزور الإسكندرية في الصيف
f771bc4ba0050dde,الدراسة في مصر بتبدأ في شهر سبتمبر
1b8edc5bb60e251d,الصلاة في الجامع الكبير بتجمع ناس كتير
d117fd1fc1ad044d,السياحة في مصر مصدر كبير للدخل القومي
848b5b3a2d0b5d5e,الناس في مصر معروفة بالكرم والضيافة
76ce103fa9c59b4a,النهاردة عندنا عزومة سمك في البيت
2a9831a55f66b47a,الشاي بالنعناع بعد الأكل حاجة تانية
a467b228ab09dca7,البحر الأحمر في شرم الشيخ جميل جدا
ef774cb0daa371f3,العيد الكبير قرب والناس بتحضر للأضحية
111d19d2a2c20fc5,السياحة في الأقصر وأسوان رائعة
ec8e2d259f7ca6ee,بتحب تروح الحسين ولا خان الخليلي
345746017ed6bfb3,في مصر عندنا حضارة عمرها آلاف السنين
117d0241b6b4776f,الجو في الصعيد بيكون حر جدا في الصيف
06a94aaba8dd3014,اللبس التقليدي المصري بيتميز بالجمال
15de8245383fac88,الجو في اسكندرية دايما جميل
eb765c59390c9b86,الشمس بتطلع كل يوم من الشرق
0bc2d352bf2c6544,القطايف في رمضان طعمها حلو أوي
993a5927d064ef93,يا ترى ايه رأيك في المتحف المصري
8c6ad7f5142e7c8f,الزحمة في القاهرة ساعات بتبقى صعبة
5f58a24d201cef3c,الخضرة في الريف المصري بتريح العين
69655a19cdf00b84,عايز أروح شاطئ البحر الأحمر
30bae2e4112c8205,البنات المصريات دايما بيضحكوا حلو
9f4e67ddea1f107e,أنت بتحب الملوخية ولا الكشري أكتر
8e8535a9e1c22068,النيل هو روح مصر
489be282aff8a739,الكلام اللي بينقال في القهاوي بيبقى ممتع
89ecc6eb3a40fa36,الجو في الأقصر وأسوان جميل في الشتاء
96534da46e499503,الأكل البلدي ليه طعم مختلف
b82e19075f8d4a29,العيلة بتتجمع كل جمعة عالغدا
efb9c25be0b3fec0,المزيكا المصرية ليها طابع فريد
69d31b3f9ca828f2,إنت شفت فيلم مصري جديد
71d765fdeee5f810,اللبن الرايب طعمه لذيذ
b58dfdd99921dee9,الأثار الفرعونية بتجذب السياح من كل حتة
add7033993538d24,الصحاب مهمين في حياة المصريين
494cf0df3a43f82a,الكتب الأدبية المصرية مليانة حكم
876610ef33caed8c,يا سلام على جمال النيل وقت الغروب
59f55824eafc3322,التراث المصري غني بالألوان
c0585ee2b6453607,المسلسلات المصرية بتحكي قصص حلوة
61d01589562463a5,الناس في مصر بتساعد بعضهم في الأزمات
3caf40692d6c205f,القهوة التركي في مصر بتبقى تقيلة
e94f51a23d1e9c79,الأعياد الدينية بتجمع الناس بحب
78152b8dd5d03c00,العربية الفول في الشارع رزق ناس كتير
5244b1eec52d4977,المدارس في مصر بتعلمنا حاجات كتير
2fe2453e23b7fdb0,الصحراء في مصر لها سحر خاص
01a32acd081987c4,المرأة المصرية قوية وقادرة
732f576e64ab0d73,الأفراح المصرية دايما مليانة فرحة
3fb480906f5e364b,اللغات الأجنبية مهمة في مصر دلوقتي
dfa5be97dee58787,الطلبة في الجامعة عندهم طموحات كبيرة
7415a4c1dd6e422f,القراءة في مصر هواية محبوبة
c28ebdac30e741d1,السمك في الأسكندرية طعمه مميز
61fe69a743e69e87,الناس في مصر بيحبوا الرياضة
4bff9f817e9556e6,السبورة في الفصل مليانة معلومات
82ed6463fdc84058,الرجال في مصر بيحبوا التحدث في السياسة
65e3867dd1ac3f7d,النساء في مصر بيلعبوا دور مهم في المجتمع
ca95515bddde83be,الأسواق في مصر مليانة بالحركة
a44787d6c770adec,الطيبة من صفات المصريين
06396afb2e98ec2e,الزراعة في دلتا النيل مصدر رزق كبير
1b54b345c833ee9c,الخضار والفواكه في مصر طازة ولذيذة
72515c842e6152dd,الأطفال في الحضانات بيتعلموا حاجات جديدة
0afb102bbea95e59,العيد في مصر ليه طابع خاص
29beaccd65ce26b7,الناس في مصر بيحبوا الأغاني الشعبي
f8e2d02150ccdee0,القرى في مصر بسيطة وجميلة
aeaa61e466723d93,المدن الكبيرة في مصر مليانة حياة
6a602ce4c0fd520c,الطعام المصري مليان تنوع
090074684ba82e47,التعليم في مصر بيتطور يوم عن يوم
50f890f7e29bf920,الرحلات المدرسية بتعلم الأطفال حاجات جديدة
cdd1a72b8bd8ecc1,الملابس التقليدية في مصر ليها سحر خاص
14034d6057bf1697,المرأة المصرية ليها مكانة كبيرة في المجتمع
ddc768a1641a9a15,الرجال في مصر بيحبوا القهوة
9a9120256564507c,الأطفال في مصر بيحبوا الرسم والتلوين
0e82bb1c09fcd63a,الناس في مصر بيحبوا الجيران
20089079552b8b45,البيوت في الريف بسيطة وجميلة
bf3a560d21f4f5a1,الخضرة في مصر مريحة للنفس
f038d90cba8133ae,الناس في مصر بيحبوا الصلاة
776ee32bc30d70b8,الأطفال في مصر بيحبوا اللعب في الحدائق
60fe7f7e08075d05,المرأة المصرية ليها دور كبير في البيت
dee2dc81da9be184,المصريين بيحبوا الضيوف
fceaa333d60eb214,الطبيعة في مصر متنوعة
c73c6256a22f4ee7,الناس في مصر بيحبوا التسوق
dfdb245a99d7b8fb,الأكلات المصرية ليها طعم مميز
752a5827f31ae875,المصريين بيحبوا الحياة
689dac74dc847d61,الأطفال في مصر بيحبوا الأعياد
e0dac6cd7ba94c5f,المرأة المصرية قوية وذكية
64e4d8febe4e765e,الرجال في مصر بيحبوا الرياضة
b28ad8aa3149e6fd,الأطفال في مصر بيحبوا اللعب في الشوارع
9e9eac347579b61a,الأسواق في مصر مليانة حياة
19cfdbb384b187aa,إزاي الجو عندكم النهاردة
c7f7b501e3abcd0c,النهارده أكلة الكشري في منتهى الجمال
8ef8e71da19709a1,يا سلام على نيل القاهرة بالليل
179036a452896485,امبارح روحت الأهرامات واتفرجت على الصوت والضوء
161dd9dcb5bcece9,إحنا بنحب نشرب الشاي بعد الغدا
ebec411e4480535a,هو انت منين في مصر
5d8d4eca89a83adb,الزحمة في وسط البلد بتبقى صعبة الصبح
970a237dd1d06f85,العمارة القديمة دي ليها تاريخ كبير
64305003b82cf581,في رمضان بنفطر على صوت المدفع
1543063de7597413,القطايف والكنافة من أحلى الحلويات في العيد
2dbc1bc7d46f4435,فيه معرض كتاب في أرض المعارض الشهر ده
6911f6b956cd7e75,الصيف في اسكندرية بيبقى جميل
fa1a4bde66afcfee,إزايك وحشتني كتير
d6685430f53804df,أنا بحب الأكل المصري زي الكشري والملوخية
63a02ab730b32e15,القاهرة مدينة مزدحمة لكن مليانة حياة
f3df55a78c9a8bdf,الصلاة في الجامع الحسين ليها طعم تاني
77b5c477655fa879,تعالى نشرب شاي على النيل
2713edbbb2143c6d,الزمالك والأهلي ليهم جمهور كبير في مصر
8b73974e5bc1f644,أنت جربت تاكل سمك في الإسكندرية
97e818f9dc45a540,مهرجان القاهرة السينمائي الدولي مشهور جدا
5b0edddf0c3ae7bc,رمضان ليه جو خاص في مصر
f83bfae468220f71,الكنيسة القبطية الأرثوذكسية ليها تاريخ طويل
20257b75eee0cfb7,التاكسي الأبيض في القاهرة سريع ومفيد
4b5b5e9573173bb8,العيد في مصر مليان فرحة ولمة العيلة
9870f6f9f146b54a,أنا عايز أتعلم الطبخ المصري
bb31a066842a164b,الفول والطعمية هما الفطور الرئيسي عند المصريين
8f48553594a81830,تحب تشوف عرض الصوت والضوء في الهرم
27887516429fbeab,الدراسة في الجامعة الأمريكية في القاهرة ممتعة جدا
91f28489d29e010c,الصيف في الساحل الشمالي بيبقى مليان ناس
0362b5664080aa70,الأكل في خان الخليلي له طعم خاص
527cdae47587c05d,الناس في مصر بيحبوا يشربوا قهوة على الكورنيش
cbc3ccad1eb0bb37,فيه زحمة كبيرة في وسط البلد
d40f04aa3e547607,الجو في الشتاء في مصر معتدل وجميل
4d4c6b941ea1758f,فين أحسن مكان تشتري منه كبدة إسكندراني
f63fd8181e537d78,إزاي نروح الحسين بالمواصلات
1c8f101b11dce253,المصريين مشهورين بحبهم للضحك والهزار
362d8466ae7da549,النهاردة ماتش الأهلي والزمالك
031c56d7a94e58a5,أم كلثوم كانت واحدة من أعظم المطربات في الوطن العربي
77bf5dc9d4b25ac3,الأسواق الشعبية في مصر مليانة بالتحف والأنتيكات
5db46e233c5fae08,فين ممكن نلاقي أحسن فلافل في وسط البلد
2e64eec1dae4ebe8,النهاردة كان في مظاهرة كبيرة في ميدان التحرير
c1e988b2f957f239,الأفراح في مصر ليها طقوس خاصة
7ec5405f2db41425,القطارات في مصر بتوصل لكل حتة
a0a02bd7ebef84e3,النهاردة كان في عاصفة رملية في الصحرا
1cd61011fbb903ff,الناس في مصر بتستخدم العامية في حياتهم اليومية
11ee08982d939a6b,الألوان في الفنون المصرية القديمة كانت زاهية
d4e7924d2ace04fa,السباحة في النيل تجربة فريدة
4dde1de772fe123f,الأكل المصري مليان بالتوابل والنكهات
575528f3c0c4e0aa,فين ممكن نتعشى أكلة مصرية أصيلة
79b37c30e9f18219,تاريخ مصر مليان بالأحداث المهمة
edbe49242747732a,المغنيين الشعبيين في مصر ليهم جمهور كبير
bfe0b464e453ca4c,الأطفال في مصر بيحبوا المدارس الخاصة
2f7a0c5fed3b7a4f,الفلاحين في مصر بيشتغلوا طول السنة
d7355dad089839a1,الأماكن السياحية في مصر بتجذب السياح من كل العالم
087574c175c63bfa,الأكل البيتي المصري طعمه مفيش زيه
c486c43d5aad83d6,الناس في مصر بتحب تتفرج على المسلسلات بعد الفطار في رمضان
132b1f9d76b6127a,الأمطار في مصر قليلة لكن في الشتاء بتحصل
356d59582e3277d5,النهاردة كان في مهرجان في الإسكندرية
07ea6b8f00613e66,اللغة العربية الفصحى بتستخدم في الإعلام والتعليم
f92c7b6759fe609f,المصريين بيحبوا يزوروا الأهل والأقارب في المناسبات
d8cb3fe3a72b36fe,الأطفال في مصر بيحبوا يلعبوا ألعاب الفيديو
dce5c71ae6c13e6e,الأغاني الشعبية بتعبر عن حياة الناس في مصر
7a1a72af81159096,النهاردة كان في مؤتمر دولي في شرم الشيخ
25981f0f9b93ac5e,الأمهات في مصر بيهتموا بتربية أولادهم
2a9ee9921b8a5a5b,التعليم في مصر بيواجه تحديات كبيرة
6c4f08753375bbde,الناس في مصر بتحب تشتري من الأسواق الأسبوعية
8c02080844622ce6,الجامعات المصرية ليها تاريخ طويل في التعليم
2a66440d8c6bbc8b,الرياضة في مصر بتحظى بشعبية كبيرة
feb84956e5937869,الشباب في مصر مهتمين بالتكنولوجيا الحديثة
3772e54b5ecc9d2a,النهاردة كان في حدث ثقافي في مكتبة الإسكندرية
fecaed5bbaf9f82d,الأكلات البحرية في مصر طعمها لذيذ
30b61edf252a7c3a,النهاردة كان في عرض مسرحي في المسرح القومي
2ffed8c0c074ee38,أنا بحب أروح خان الخليلي عشان أشتري حاجات تراثية
a9f69dd7b1fcb3bb,ماتنساش تشغل مزيكا أم كلثوم النهاردة بالليل
d4567a5d316d5c08,الجو في إسكندرية في الصيف بيبقى جميل جدا
88b9ec3ef3806b05,القهوة المصري سكر زيادة ولا سادة
ad87d02e50595c0f,لو عايز تشتري جلابية حلوة السوق في الحسين هو المكان المناسب
fb02ca37020508ed,المسلسلات المصرية في رمضان بتبقى ممتعة جدا
be7965829ba1d9ad,النيل بيدي مصر حياة وروح
3bf99979710ca02d,إزاي حالك وأخبارك النهاردة
a721de8a41a4c315,الدراسة في جامعة القاهرة تجربة فريدة
ff2c7167f15178a4,الأطفال في مصر بيلعبوا في الشارع بحرية
92ad5c39d2f8b80c,القاهرة مدينة مزدحمة بس مليانة حياة
20dc93687e27ee33,مين يعرف يعمل ملوخية زي طعم البيت
68cc99a4b2467ede,الزحمة في القاهرة ممكن تكون مرهقة بس ليها سحر خاص
0a78beda123b0ce5,القطط في شوارع مصر دايما بتدور على الأكل
8f527a67e13497b6,إيه رأيك في أكلة الكشري
8a6ab44ee75a4706,يا سلام على جمال النيل وقت الغروب
f1d26f3907f2918a,ممكن تجيب لي شاي بلبن من القهوة
782b8116be596df8,عمرك سمعت عن حكايات أم الدنيا
7324222c20cc4b3e,ماتنساش تقول بسم الله قبل الأكل
468be4dd02021e77,حمد الله على السلامة أخبارك إيه
5f91795ec980c3e2,الطقس حلو في الأسكندرية النهاردة
0091bf4885efac11,النهاردة عيد ميلاد ماما هنحتفل بالليل
5740350beba00aeb,إزاى الحال معاك في الشغل
59cd09c05f160b0d,اللي فات مات انسى الماضي وركز في المستقبل
438999bc03324aed,الأهرامات عظيمة بجد تستاهل الزيارة
fb285a7176e80d7a,الطفل لازم يسمع كلام أهله
cae95413399dec11,ياريت نروح نشوف فيلم جديد في السينما
458f5824acb528a3,الساعة كام دلوقتي عايز الحق القطار
6659c60c6ac3a63b,الكتاب ده عن تاريخ مصر الفرعوني
198cc298dbbd9e87,النهاردة الجمعة يوم الصلاة والراحة
f7550b906b88054e,ماتنساش تروح السوق تشتري طلبات البيت
7a0f57b2ee441c14,ممكن تجيب لي عصير مانجا
bf5531863ab446e1,أخبارك إيه مع الدراسة
3c412374786cdf0d,الناس في القرى طيبين وكرماء
023a43b0acf676ec,الجو حر النهاردة هنروح المصيف في إسكندرية
46c284de7d0d1a53,إيه رأيك نجيب كبده سكندراني النهاردة للعشا
6d755c7896454504,الاهلي والزمالك دايما بيعملوا ماتشات حامية
32e88b45027ad7b2,عايز أروح خان الخليلي أشتري هدايا
830c0dc91bf9bc5e,الشاي بالنعناع حاجة أساسية بعد الغدا
9de1518ddd6e24c5,إحنا بنحب الفول والطعمية في الفطار
43bff570511a1a91,أول مرة أزور الأهرامات كانت تجربة مدهشة
29efe901fa1001c9,موسم الحج بيكون له طعم خاص في مصر
fdf1643874db7be1,في رمضان الناس بتتجمع في الشوارع بعد الفطار
5910afdc3c722af6,الكتاكيت في السوق الشعبي بتكون لطيفة جدا
f9875f98f38192da,الأسكندرية مشهورة بالبلاجات الجميلة
5f310efaee410253,الناس في الريف بيزرعوا الأرز والقطن
60e51837eecd9f8d,العرسان بيحبوا يتصوروا قدام الأهرامات
9ecc525911b5a84f,الحمام المحشي أكلة مصرية لذيذة جدا
9a35d21bc3a752d1,عايز أتعلم الرقص الشرقي زي المصريين
6d9146d981239829,الجو دلوقتي مثالي لرحلة نيلية
f7c85344cfe8f423,البصل الأخضر طعمه جميل مع الفول
6b14300bb81e919b,الأطفال في الحارات بيلعبوا كورة في الشارع
8a6813395b9ed250,أنا بحب أروح السينما في وسط البلد
6be25a8a94f51d16,المساجد في القاهرة مليانة تاريخ وحكايات
a665c90978d353a2,الشوارع في الغردقة هادية وجميلة
be970d66a9c02e41,ممكن نروح الأوبرا نتفرج على عرض جديد
6e074b783943ed69,الزمالك منطقة راقية في وسط القاهرة
9744fff08fc7dcb6,الناس في مصر بيحبوا العزايم واللمة
b63888abcf6f2b7d,الأسواق الشعبية بتكون مليانة خيرات
20a25e8abc2c63e8,عايز أزور المتحف المصري وأشوف الآثار
45c9ff02356a34e1,الكتكوت ده شكله لذيذ هنشتريه
acd78f7fcff4b7a2,الخضرة في الدلتا بتدي راحة للنفس
79201616d552816f,الناس في الصعيد بيعيشوا حياة بسيطة
a57c28b4b529cc5f,أنا بحب أكل الكشري من المحل اللي تحت البيت
55de2aeb3dc9c755,الأسكندرية دايما بتكون جميلة في الصيف
35adce9ead556f91,الأطفال في مصر بيلعبوا كورة بعد المدرسة
d22121881905a053,الناس في القرى بيحبوا يزرعوا في الأرض
0df94b72f88de368,عايزين نروح شرم الشيخ في الأجازة اللي جاية
a1d552133e79ea83,الفول والطعمية من أشهر الأكلات المصرية
2fbea5f99932db59,الجو في الأقصر وأسوان بيكون حار جدا في الصيف
261519c17aad4c72,الناس في مصر بيحبوا الشاي مع النعناع
5ff5b45cfd5142e5,الكتاكيت في السوق الشعبي بيكونوا لطاف قوي
c57ceebe74a33c2d,المساجد في مصر مليانة تاريخ وتراث
38264f8d4c72689d,القاهرة بتكون زحمة جدا في الصبح
197f9c2d4a4026a4,الأكل في الإسكندرية طعمه خرافي
24753f6668327cdd,ماتنساش تجيب معاك الفول والطعمية
c7d21459d0cf8e96,الشاي بالنعناع طعمه لذيذ في الشتاء
e92f7e75ce0537a2,مراتي بتعمل كشرى زي المطاعم
72c7c23462e1e266,أخبار الماتش النهاردة إيه
fbfc6f102cf0cba5,يا ريت تيجي تزورني في العيد
b5f74056569776e2,الجو بتاع النهاردة رايق ومشمس
6bc3948322bf4b11,الصلاة في الجامع الكبير لها طعم تاني
3410d07b5e18df0f,القطر السريع بيوصل على طول
edeec5234fab94c9,التعليم في المدارس محتاج تطوير
478ef9acc0a93d88,الأسعار في السوق غليت كتير
23386fa92da3d7e8,الجو النهاردة مغيم ومطر
28db37b03ecd14ea,الأكل البلدي أحلى من الأكل الجاهز
37c215f4e474d376,المواصلات العامة دايما زحمة
ecccadcb6c1694d4,فيه حفلة موسيقية في الأوبرا بكرة
faff616be01f0406,اشتريت جلابية جديدة من السوق
b1fffb0041893647,الرياضة مهمة لصحة الجسم
c22d7aa7581d852f,الصيد في النيل ممتع جدا
855717a346603de7,رمضان شهر كله بركة وفرحة
b3afd97371046272,الزمالك دايما بيفوز في الكورة
1af17b5bd88f9e71,الكشري المصري ملوش حل
03a2939f4e7c2b82,حفلة الزفاف في مصر بتكون مليانة بهجة
3351cbceb2629e4c,الدراسة في الجامعة صعبة لكن مفيدة
c1b17920bb9f9e91,الرحلات النيلية بتكون ممتعة جدا
61b5cab0bfb7dbbb,الطقس في الشتاء في مصر جميل ومعتدل
cf796eb3b9bb65bb,قناة السويس من أهم الممرات المائية في العالم
fa2c78f2fef02a98,الأطفال في مصر بيحبوا يلعبوا الكرة في الشارع
7cc1877a5857558b,المعابد الفرعونية في الأقصر وأسوان رائعة
92eee0f7778c5f29,مكتبة الإسكندرية مكان مليان بالثقافة والعلم
66f878a3f01bd4c2,الصلاة في المسجد الحرام بتكون رحلة روحانية عظيمة
8d9eb86aea3db917,الأهرامات شاهد على عظمة الحضارة المصرية القديمة
474de16ef0b8786c,الزواج في مصر ليه تقاليد وعادات خاصة
fcc33eb60862c0e2,الفلاحين في مصر بيشتغلوا بجد في الأرض
ae0dfdd1131a3f6f,الاحتفال بشم النسيم تقليد مصري قديم
97aeb4b4bd89f72d,الجو في مصر دلوقتي بقى حر جدا
5a83bac697389a85,ما تنساش تشتري عيش بلدي من الفرن
c59681a78d8680f6,أنا بحب أروح خان الخليلي مع أصحابي
1b8da9e8b7555f6e,هو ليه الزحمة دي في وسط البلد
d0aa07efa27e2164,تعالى نشرب شاي بالنعناع على القهوة
d4e470674683886d,يا سلام على الفول والطعمية الصبح
4cbdc19509ce8793,ما فيش زي أكل المحشي من إيد أمي
12a1e7cb09511a55,يا ترى الأهرامات شكلها عامل إزاي بليل
9e5d4d7922d793a0,النهاردة في ماتش مهم في الدوري المصري
d54e9f6d14191778,هو ليه الكنافة بالمانجا مشهورة قوي في رمضان
8e7c341bea175988,إحنا نروح إسكندرية في الصيف دا ولا إيه
1e2810cd4b545781,فيه حد عارف سعر التذكرة بتاعت الأتوبيس النهاردة
9bce043df2d01e99,العيد الكبير قرب لازم نجهز كل حاجة
4be1252211f2d41d,ما تنسوش تأخدوا معاكم مية كتير وإنتو رايحين الصحراء
c49492818a1b996f,بكره عندي امتحان في تاريخ مصر القديمة
12bfc8712071e529,يا ترى المحطة الجاية فين
107db726b4315549,أنا عاوز أروح الأوبرا أسمع حفلة أم كلثوم
0e409c7622b63517,طب إيه رأيك نزور المتحف المصري الأسبوع الجاي
7d78b80f7dabacf3,فيه مطعم جديد فتح في وسط البلد عاوزين نروح نجربه
fce8df3879dbf0f7,الشارع ده مشهور بالمحلات بتاعته الحلوة
41e9e9166214d497,يا خسارة الماتش خلص تعادل
7e146f7364329060,ليه ما نروحش نعمل رحلة نيلية
37151e447f1225ea,هو ليه الأسعار بقت غالية كده
02f093337a01ac91,تحب نجيب حواوشي ولا كبدة
50d14dae6d235d4b,إيه حكاية المسلسل الجديد اللي كل الناس بتتكلم عنه
28601be072ab76d4,طب وإيه رأيك نروح المول الجديد في التجمع
cece919914c2c83c,النهاردة الجمعة لازم نصلي في الجامع الكبير
f959b1a7fc650c82,هتروح السوق النهاردة ولا إيه
669a0b5a41cd8f93,الجو في إسكندرية دايما منعش
02c3456021d1fea5,ما فيش زي الكشري المصري في الدنيا
6665a010576694be,دخلت الجامعة عشان أدرس هندسة
87f42b6b4cd97868,يا سلام على جمال الأهرامات بالليل
b6f4a3dbc1284ea5,إحنا بنحب نروح شرم الشيخ في الصيف
520e3742a16ce1bf,التحف في المتحف المصري بتهبل
32f936c5da883c6a,العرق سوس مشروب مصري أصيل
95942eb067113296,القطايف والكنافة بيكونوا على السفرة في رمضان
2501c00e57c20c98,مصر أم الدنيا وأم الحضارة
9f146134e1faff8f,السياحة في مصر بتساهم في الاقتصاد
4940dfff61416cf1,القهوة المصرية بتمزاج
ccc8a896d7477aef,المعابد الفرعونية بتعكس عظمة التاريخ
c48d5d0c5bbe999c,الاتحاد قوة وده مثل مصري قديم
48243fbab271696e,الجو في اسكندرية حلو في الصيف
4dcfecf5a31d871a,عمرك شفت زحمة المواصلات في وسط البلد
f1b2d34d9f56d631,اللي يعوز حاجة يطلبها من عم محمد
953e7beaa771810f,ربنا يحمي مصر وأهلها
69c5062d1ee3d527,النهاردة عيد ميلاد أخويا الصغير
